Id,message,recall
73,"He does not mind being blunt and truthful to people about things they may ask of him. He is very adventurous but is also reckless about things, which has put him in harms way several times. He reads a lot, and can speak well on many topics, but tends to have very superficial friendships with others. He likes to correct the grammar of others, and is very set in his ways when he wants to make a decision, and tends to not change his mind.","Michael was the person I was assigned to describe. Michael when asked by a friend what he thought about a project she was working on, told her that it needed more work. He can be blunt and speak his mind at times. Michael is very adventurous and has already done so many things in his life, such as mountain climbing, kayaking, and skiing. But he is also incredibly reckless about these situations and almost died while skiing. Michael likes to talk and has a very captivating personality and way of speaking, which allows him to have many ""friends"", but the conversations with these people are at the surface-level only. Michael reads a lot and tends to correct the grammar of those around him, if the grammatical error occurs in his presence. Because he reads so much, he is well-versed in several topics, and can talk for a long amount of time on these topics, which makes him very smart and quick-witted. He is very determined when he makes a decision about something, and will complete a task to the very end if he started it."
74,"He speaks what is on his mind,he loves adventure even though sometimes he doesn't have the proper training and has been injured and has faced death,he is very good at speaking and likes to correct grammar errors,has a lot of acquaintances,makes plans even if he intends not to follow through with them,and when he sets his mind to something he never changes it even it he should","Micheal likes adventure,he has been hurt and faced death,Micheal likes to speak his mind like when a girl asked him about her painting he said it needed a little more work,Micheal has a lot of acquainted that is seems as his speech is rushed he makes a lot of plans even thought he does not intend to follow through with them.When Micheal makes up his mind he never changes it even though sometimes he should"
75,"This person is a thrill seeker. He sky dives, mountain climbs, and bungee jumps. He is fast paced in conversation and does not hold plans reliably. He is quite smart and reads a lot. He has been injured a few times and even had a brush or two with death.","This person was a thrill seeker. They mountain climbed, sky dived, and did other 'extreme' activities which brushed them with death and sometimes got them injured. They were a fast talker, yet smart and learned. They also were unreliable when it came to their word."
76,"He's a blunt, thrill seeking, friendly, well-read, determined individual. He says what's on his mind. He loves the outdoors and adventure. He is friendly and has lots of friends. He reads a lot and will correct your grammar. He usually accomplishes what he sets his mind to do.","He is a blunt, adventurous, friendly, determined guy. He says what is on his mind. He loves the outdoors and adventure. He is friendly and has many friends. He usually accomplishes what he sets his mind to do."
77,"He has a lot of friends and is not afraid to speak his mind on things. Once he sets his sights to do something, it gets done no matter what. He is also very adventurous and has done many outdoorsy things.",Sam is adventurous. Sam's conversations may seem quick and artificial. He makes plans with others quick even if he may not follow up on them.
78,He likes to read a lot and is good at making conversation. He makes friends easily and has many aquintances. He is an adventurous person that has done a lot of dangerous things such as skydiving and kayaking.,"He likes adventure and excitement. He has done a lot of activities such a skydiving and kayaking. He has been injured and even close to death. He likes to read. He is good at making conversation, however he can sometimes seem superficial when talking to other people."
79,michael always want to say exactly what's on his mind. he always try to spend his time to search of excitement and fun. michael is skilled conversationalist. he reads alot. he correct grammar mistakes and mistakes.,michael always want to say what's he think.
80,"First of all, Sam knows this person X personally. It seems that Sam likes X. Second, X is frank. He/she always says what in the mind. Third, X likes taking excitement and adventure. For this, he/she has been injured for several times, even risked death. Fourth, X has very good communication skills. He/she knows how to talk to acquaintances easily. Last, X reads a lot and he/she has a strong mind. Once his/her decision is made, it is not easy to change that anymore.","Michael always says what's on his mind. He spends a lot of time in search of excitement and adventure. He has been injured a few times, even with risked death. He is very skilled with communication and he can make acquaintances easily. In addition, he reads a lot. He is a very good speaker and can talk about a lot of topics. Michael changes his mind rarely. This is only when it might do better if he did it."
81,"The target person is a male. He is outgoing, adventurous, and thrill-seeking. He likes to read and corrects people's grammar. Despite that fact, he knows many people and can easily talk to just about anybody but tends to come across as superficial. When he makes up his mind, he's persistent and stubborn.","His name is Micheal, I'm assuming it;s a male. He is outgoing, adventurous, thrill seeking. He likes to read and corrects peoples grammar. Once he makes up his mind, he;s stubborn and persistent. He knows so many people he comes across as superficial when he talks to people because he;s in a rush.."
82,"He is a risk taker and very self assured. He will talk at great lengths on a variety of subjects. X can be brash with others and is very overconfident in his abilities. He feels the need to prove that he is more knowledgeable than those people that he meets. He has accomplished many risky things including mountain biking, mountain climbing, extreme skiing, and he has been injured doing some of these things as he has little regard for others.","He is a risk taker who shows little concern for himself or others. He is well educated and doesn't hesitate to show off to others. He has little concern for the feelings of others. He has gone mountain biking, mountain climbing, and skiing without much concern for harm. He has been injured on occasion while doing these things."
83,"He is a person who always says what's on his mind. A friend once asked hime to commoner on a piece of artwork and he said it needed more work. / He is a risk taker who sky dives, skis without avalanche training, bikes at night, and climbs my mkkinley and kayaks through rapids. / He's personable and makes conversation easily. He is knowledgeable, but often corrects people's grammar. He is also determined. Once he sets his mind to something, he completes it no matter how long or difficult.","He is an adventurous person who takes risks. He has skied without avalanche training, traversed rapids in a kayak, sky dived, climbed mt McKinley. He says what's on his mind. For example, one of his friends asked him to critique a piece of artwork and he told her that it needed more work. / / He corrects people's grammar, and he is a good conversationalist. He know she a lot about a variety of subjects. He isn't determined. Once he starts something he works until it is complete, not matter how long it takes."
84,"This person says exactly what's on his mind. Once his mind is made up it rarely can be changed. This person is a good conversationalist but he has so many acquaintances that these conversations may seem superficial. He makes plan quickly but doesn't always follow through. He's a good speaker and will correct your grammatical errors. Also likes to read. This person also has a sense of adventure. He has climbed Mt McKinley, enjoys kayaking, mountain biking, skiing, and sky diving. These activities are not without risk and he has been injured several times.","This person is a good conversationalist but tends to be superficial. He has an adventurous spirit and does kayaking, skiing, mountain biking, sky diving, but has also gotten hurt doing these things. He reads a lot. He will correct grammatical mistakes that other people make. He is a good speaker and can talk about many topics. He always says what's on his mind and once he makes it up it can rarely be changed."
85,He reads a lot and often corrects the grammar of people who are speaking to him. He says what he thinks even if it might not be what the person he is interacting with wants to hear. He has climbed Mt. McKinley. He skydives. He goes kayaking. He once went down hill on a bike at night. Once he makes up his mind he will rarely change it.,He will respond honestly. If asked by someone doing an art project he will tell her that the piece needs more work. He climbed Mt. McKinley. He skydives and likes doing rapids while kayaking. He once rode down-hill on a mountain-bike at night. He back-country skies without avalanche training. / He will rarely change his mind once he has made it but when he does he stays with it even if it isn't the best thing to do.
86,"In the description of the person I just read it says he is a person that likes adventure, he has many acquaintances but has left them hanging in many of the plans that they have made. The best way I could put it would be that he likes danger and has been at risk of death in one of his many risky adventures. He reads a lot and tends to correct any gramatical error in other people.","The person I needed to describe was Michael, a very adventurous person. He has been injured and on has even been risked death. Makes acquaintances very easily but has stood them up lots of times. He reads a lot and does not doubt in correcting grammatical errors in other people."
87,"This gentlemen I am going to explain about is a very friendly person. He is honest in his opinions of things when asked, sometimes too honest, maybe not tactful at times. He likes to have fun, enjoys sports and adventures of many kinds, but sometimes does not think of safety measures before doing them which has caused him injuries, some very bad. He makes friends easily and likes to talk, but tends to talk quickly and maybe take the center of attention when meeting new people. He likes to read and remembers many things but tends to correct others while they are talking because he is so knowledgeable. He promises to help everyone before he things it through and sometimes he falls short on the time he thought he had to help people. He seems to mean well but needs to slow down and think things through.","His name was Michael. He gave an honest opinion of something when asked, sometimes too honest. He liked to enjoy himself with adventourus activies, sometimes without thinking of the danger involved and would end up getting hurt. He liked to talk to people , but sometimes talked without thinking deeply and liked to be the center of attention. He liked to read and when talking to people, he would correc ttheir grammar because of his abundant knowledge from reading. He always promised to help someone or to do something for someone without thinking it through about the time involved, so it sometimes took longer than he exjpected."
88,This person always says what's on his mind. He is quick to give his opinion whether it's negative or positive. He will correct grammar if used incorrectly in front of him. He is very determined and will always follow through with a task regardless of how hard it is.,Michael is always very truthful. He will give his honest opinion no matter what. He will persevere until he's done with a task no matter how hard it is and he will correct grammatical errors if they are made in his presence.
89,"The person that I previously read about loves adventure. He has climbed mountains and been skydiving. He's risked injury and even death a few times. This person is really good at making conversation, but often times his conversations seem hurried and superficial. He is great at making plans, but has dodgy follow through. He tends to read a lot and ends up correcting people's grammar if it is wrong. Often, if he makes up his mind, there is very little anyone can do to change it. Some people tend to find his social skills a bit annoying/lacking in this regard.","This person can be a bit off-putting to others. He's an adrenaline junkie and has risked his life doing things for the next thrill. He has been skydiving and to Mt. McKinley. He is an avid reader, but to his detriment, he often corrects people's grammar. In social situations, he is a great conversationalist, but the downside to this is that he comes across as hurried and superficial. He is very quick to make plans, but has little follow-through, so this causes him to be viewed as undependable."
90,"He says what is on his mind honestly, even if it might be seen as a little harsh. He is always looking for something exciting to do and is a big fan of outdoor adventures - he has gone on quite a few, and has even put his life in jeopardy doing so. He makes friends easily but can seem to be fake or flaky when interacting with them. He is very well-read, a good speaker, and tends to correct people's grammar. Overall, he is very strong-willed and accomplishes what he sets out to do.","Michael. He says exactly what he is thinking. He loves excitement and going on adventures, particularly outdoors. He has put his life in danger and injured himself due to these adventures. He makes friends easily and can have a conversation with anyone. Unfortunately this can make him seem superficial. He also reads a lot and is a skilled speaker. When he puts his mind to something, he accomplishes it, no matter how long it takes or how difficult it is. He never gives up even when he probably should."
91,"He says what is on his mind, even if it may offend others. He seeks adventures of all kinds, even if it is risky and has risked his life before. For example, he climbed Mt McKinley, went skydiving and went skiing without avalanche training. He has many acquaintances, and can talk to people easily but may come across as superficial and rushed in conversation. Due to his reading of many books on many topics, he can have a conversation at length of many topics. He tends to make plans with others without following through with them.","He says what is on his mind, even if it may offend others. He seeks adventure and has done many activities such as climbing Mt. McKinley, skydiving, and skiing and will risk his life. He has read many books, and can talk about many topics. He makes plans with others even if he doesn't intend to keep them."
92,"He is an outgoing and determined person, but he can be stand-offish at times. People don't really trust him to be a good friend to them. They know he's just someone to have a good conversation with, not a lifelong friendship. He's more concerned with himself and his own success and happiness than that of others. He is an honest person, even when the truth hurts. Regardless, he's been successful and adventurous, and lives his life to the fullest.",His name was Michael and he was an outgoing adventurous type of person. He was very talkative but people felt like they couldn't get close to him because he didn't follow through with friendships. He was more concerned with his own success and happiness than that of others.
93,"X is a person,who wants to speak out always,what's on his/her mind.He/she likes excitement and adventure.Already climbed the Mc.Kinley,skied (without avalanche training),biked downhill at night,did skydiving and more.Was injured ,even risked death,a number of times. / X is a conversationalist and makes aqaintances easily.Reads a lot.Likes to correct grammatical mistakes,made in his/her presence.X is a good speaker,talking at length about a lot of things.Once X makes up his/her mind about something,almost nothing can change it,even if it might be better to do so.","It was about the person named Michael.He wants to say exactly,what's on his mind.A friend asked him about a painting ,she made,and he told her ,it needed more work.He likes excitement and adventure.He climbed the Mc.Kinley,did skydiving,did the clorado in a kayak,biked downhill on a mountain bike at night and skied (without avalanche training).He was injured and even risked death a number of times.He is a conservationalist,and makes aqaintances easily.He has alot of them .His conversation arehurried and superficial.He is quick,to make plans with people,without having the intention to follow through with them.He reads alot.He likes to correct grammatical mistakes,made in his presence.As a good speaker,he can talk at length about alot of topics.Once he made up his mind,it is as good as done,no matter how long it takes ,or how difficult it will be.Rarely does he changes his mind,even if it might be better to do."
94,"This person is very adventurous and at times can be reckless as well as stubborn in their decisions. They don't like poor grammar, and can be sort of rushed in conversation. They've done many risky activities in their life.","He was some sort of adventurous guy that liked to take risks, like outdoors stuff. Had been injured before. Dislikes poor grammar and corrects it when he gets the chance."
95,"X is brutally honest to everyone, he is a risk taker and thrill seeker, an extrovert he is gregarious and makes free with people easily. He is also a reader",A reader / A risk taker has risked his life / Very good meeting new people /
96,"This person is a risk taker. It seems he doesn't properly prepare for or contemplate the outcomes of his actions, with regard to personal safety. He communicates very well, but these ""relationships"" are superficial. He makes commitments which he doesn't follow through with, and is judgmental. It doesn't seem he has a filter. He corrects people who make grammatical errors when speaking and, once he makes up his mind about something, it's a done deal.","The person I read about takes risks. He takes risks without proper preparation, with total disregard for his own safety. He is not especially sensitive to others as he corrects their grammar when they speak. He is judgmental. He is also headstrong. Once he makes up his mind, he won't change it, even to his own peril."
97,"This person is a real outdoors lover. He's skydived, hiked Mt McKinley, and gone downhill mountain biking at night. He seems to think he knows everything at times, and rushes through conversations. Sometimes it causes him to make promises he can't keep; however, once he makes up his mind to do a task he gets it done, no matter what it takes.","This person's name is Michael. He is an adventurous person, having climbed Mt Everest, sky dived, and bicycled downhill ski style at night. He has been injured and risked his own death. He is a skilled conversationalist, and gets to know people easily, so much so that at times his conversations seem superficial. He is quick to make plans with too many people which causes him to not follow through on them at times. He reads a lot, and if he sets his mind to something he will get it done, no matter what it takes."
98,He's not afraid to speak his mind and he doesn't sugar coat anything. He is very adventurous and he has even gotten injured because of it.,Sam was my study partner and he didn't like Michael. Michael is a type of person who speaks his mind regardless of what others feel. He is a very adventurous person and he has even gotten hurt because of it.
99,This person engages in adventurous and risky activities. He is also a great conversationalist and has many friends.,Michael likes adventurous and risky activities. He's also a great conversationalist and has many friends.
100,"This person seems to be outgoing and has a flair for doing all manner of things, both small and large. While this person is feckingly honest, there seems to be a sense of vanity as compared to a sense of sincerity. This person seems nice although it seems they have more actual acquaintances than friends and this may be something related to how they actually feel inside - unable to share vulnerability so it is buried under all kinds of other activities which imply a much happier exterior. I am sure this person is fun to be with and around....simultaneously I feel they would be considered high maintenance.","Sam is an adventurer and does risky things. He has many friends and often seems to be in a hurry do to doing so many things all the time. Sam appears to enjoy risk for no apparent reason other than to state he did something. He is energetic and honest, once even telling a friend they would need to put more work into a painting they had done."
101,"This person is blunt, and adventure seeking. they don't always follow through on plans that they make with their many acquaintances. this person really good at having conversations but can be critical to the point that it hurts peoples feelings. they like outdoor adventures and taking risks","that person was kind of critical and speaks his mind, he told someone who was doing artwork that it needed more work when they showed it to him / / he likes to go on adventurous outdoor activities and has done some risky and near death experience types of stunts in the process. / / he is a great conversationalist but becuase he just has tons and tons of acquaintences sometimes his conversations seem too brief or curt and he tends to make plans for stuff he doesn't actually intend to follow up with"
102,This person is a daredevil or a risk taker. He likes to correct grammatical mistakes made by others and is a smooth talker. He is fairly stubborn and typically cannot be talked out of something once his mind is made up.,"Michael wants to say what is on his mind. He told a friend to work on her painting more. Michael likes excitement and adventure. He has risked death a couple of times. His conversations seem hurried and superficial. He doesn't always follow through with plans. He reads a lot and corrects grammatical mistakes. He is a good speaker. Once he makes up his mind to do something, he rarely changes his mind even when it might be better if he did."
103,"He is adventurous and has taken several travel excursions. He is an outgoing person who is not afraid to ""tell it like it is"". He has great conversationalist skills and is well liked. He makes acquaintances quickly and easily.","He Is a straight forward person, who will tell you things as they are. For example, when his friend asked if he liked her painting, he told her it needed some work. He has travelled to several different places and is adventurous. He has great conversationalist skills and mades acquaintances easily. Sometimes his quick conversations might make the other person feel inimportant."
104,"This person is likeable. He is outspoken and honest, sometimes to a degree of being slightly rude. He is a thrill seeker. He likes adventurous activities including some that can be dangerous. He makes friends easily and likes to make plans but many times does not follow through with social commitments. He is an avid reader. He can be quite stubborn and persistent. Once he makes his mind to do something, it is pretty much guaranteed he will do it. he is a good speaker but can be wordy and speak fast with little focus. He tends to show off his intelligence by correcting grammer in others. He likes skydiving, kayaking, biking and moutain climbing.","Sam is a friendly person. Sam is likeable. He speaks outwardly about things. When asked by a friend about an artpiece they had completed, he said ""it needs a little work"". He has climbed a mountain. He likes adventure such as skydiving, kayaking and biking down a mountain in the dark. He skied down a country road. He makes friends easily but can often speak very fast and not hear others. He is a good speaker and is quick to make plans that he may not show up for. He reads alot but tends to correct grammatical errors."
105,"He seems to talk about what he's thinking quite bluntly, despite the fact that it may hurt the person he's talking too. He also takes risks, sometimes unnecessarily. He also seems to be very smart and reads a lot. This often comes to his disadvantage. When he makes up his mind, he doesn't tend to change it despite sometimes finding out that another decision may actually benefit him. He is also very popular. He has a lot of friends, however, he sometimes doesn't follow through on plans he's made.",Michael says exactly what is on his mind. He seeks adventure and has risked his life several times. He's good at making conversation and has a lot of friends. He seems like he is in a hurry. He often has no intention of following through on the plans he makes with others. He reads a lot of books. He also critiques other people's grammatical errors. He also refuses to change his mind once he makes it up despite the fact that changing his mind could benefit him.
106,"This person is a great conversationalist and can speak on many topics. However, he sometimes makes very blunt or brutally honest comments. By reading a lot, he has become an expert at grammar and feels the need to correct people at times. In his personal life, he is quite a risk taker, seeking adventure and an adrenaline rush by engaging in risky behavior. Other than sometimes not following through on plans he makes with friends, he is very determined and does not change his mind easily.","seeks excitement and adventure through mountain climbing (Mt. Everest) and other outdoor activities. reads a lot and knows about many topics. Is very blunt - told a person her painting needs work. Corrects people's grammar. is a conversationalist. Finishes things once he sets his mind to it. Doesn't change his mind. Friendly, makes plans with people but then doesn't follow through."
107,He is a good communicator but very blunt and critical of others. He is friendly but impulsive in social settings. He gravitates toward adventurous and risky leisure activities. He is determined to see things through in life.,"Michael is a person who speaks the truth as he sees it to others even if it might be hurtful, such as when he told a friend her painting could use more work. He enjoys adventurous activities and has even risked his life doing them. He has been mountain climbing and kayaking. He is friendly and makes acquaintances easily, but his relationships are often superficial. He is quick to make plans that he might not follow through on. He is a good communicator in words and speech, as well as a strict grammar critic."
108,"He likes to tell it like it is, if someone asks something he will tell them the truth. He is an adrenaline junkie. He has climbed mountains, bike reading down mountains at night, he has shot the Colorado rapids in a kayak. He is easy to talk to and he makes a lot of friends. He is quick to make plans, even if he doesn't plan to follow through with them. But since he knows so many people his conversations seemed rushed and impersonal. He likes to read a lot. He likes to correct grammar in conversation.","He is very straightforward. He will tell you like it is. A friend of his asked him what he thought of their painting, he told them they needed to work on it. He reads a lot. He makes a lot of acquaintenances, and because there are so many of them when he talks to you it seems rushed and superficial."
109,"He seems to be into himself quite a bit. A ""type A"" attitude, and fast thinker and talker. A bit loud and boisterous bragging about all the adventures he has had in life.","Michael often said exactly what was on his mind. He was a good communicator. He has climbed mountain's, Downhill Mountain bike in the dark, parachute, and snow ski without avalanche training. When he made up his mind to do something, it was done. No matter if it were better that he didn't. He had alot of friends."
110,"This person is an adventurer who likes taking risks. These include while water rafting, mountain climbing, sky diving, and skiing. He has been injured many times doing these activities. He is outspoken and speaks well. Although he makes friends easily, he tends to be superficial and doesn't put in the effort needed to maintain relationships or follow through. He tends to be brutally honest with others who limits his real friends. He reads a lot and is very knowledgeable. He is bullish and never changes his mind about anything.","Michael was seeking adventure in many ways, including skydiving, mountain climbing, white water rapids rafting and skiing. He likes activities with a death risk and has been injured many times. He makes friends easily but he is superficial in conversations and doesn't follow through on plans with them. He speaks well, reads a lot and is knowledgeable. He never changes his mind once he's made a decision."
111,"Michael has a passion for adventure and he regularly participates in outdoor sporting events. He is very good with people and has a lot of acquaintances. This often leads to him not being able to stick to commitments. However, once he decides to really do something, he rarely backs out and comes through.","Michael likes extreme outdoor sports. He has a lot of acquaintances he can't keep up with, but he's good with people. When Michael sets his mind on something, he gets it done, even at his own expense."
112,"Michael is a very blunt person. He's adventurous, charismatic, and he's a vocabulary thug. He'll most likely make you feel like you don't actually speak the English language. He's really one of the most loyal and dependable people you'll find so once he utters that something is going to happen you can bet it's going to happen.",Michael seeks adventure. Michael reads a lot. Michael is a great conversationalist. Michael is loyal.
113,This target person seems to be a braggart and likes to talk about himself and all his accomplishments. He is very quick to judge people and their flaws and says exactly what is on his mind despite the other persons feelings. He seems to be highly intelligent and can speak on a multitude of topics. He seems like an Adrenalin junkie and lives his life with no regrets.,"braggart, accomplished alot in life, climbed Mt. McKinley, skydiving, kayak, conversationalist , makes friends fast, reads alot, judgemental, says exactly what's on his mind, good speaker"
114,"He always says exactly what is on his mind. He once told a friend that her painting needed more work. He has climbed Mt. McKinley, gone skydiving, gone kayaking in Colorado, gone mountain biking. He has been injured. He is known to correct someones grammar. Many say his conversations are hurried. He makes plans with people without intending to follow through.","Michael always says exactly what he means. He once told a friend that her painting needed more work. He has climbed Mt. McKinley, kayaked the rapid in Colorado, Mountain biked at midnight. He has been injured and even close to death. His friends sometimes think that his coversations are hurried and superficial. he is quick to make plans without planning to follow through with them. He is known to correct grammar."
115,X is a very pretentious person. He has no filter and does not care if her hurts others feelings. He thinks he is better than those around him. He does things to seem impressive and surrounds himself with others to make himself feel better.,He always says what is on his mind. He does dangerous things. He talks a lot. He corrects grammar issues. He makes a lot of friends. He never changes his mind.
116,He is a very excitement driven person. He climbed Mt. McKinley and went white water rafting in Colorado and went mountain biking down a big hill at night. / / He likes to call it likes he sees it. He will tell people when their paintings need more work. Or when their grammar needs corrected. / / And he never gives up easily. Against all odds he will continue on a tough project until the project is done or the task is complete. He's very good at communicating.,"Michael is an adventure seeking person. He climbed Mt. McKinley, went rafting in Colorado, and biked down a mountain at night. / / Michael likes to point out other people's flaws. When analyzing someone's painting he said that it needed more work. / / Michael is great at communicating. He likes to correct grammatical errors when he finds them. / / He always finishes tough tasks. When the going gets together and projects become difficult he pushes through until they are done."
117,This person is male. They are a perfectionist and is very frugal. They tend to spend very little money and buy clothing from thrift stores. This person is also very close to his parents and eats dinner with them often and calls them regularly . He is a details oriented person and sometimes micro-analyzes even the most simple of tasks and can be bogged down with the details.,I remember reading about Sam. He spends a lot of time interacting with his parents and is quite close to them. He eats dinner with them often and calls them often. He will neglect his friends in order to spend time with his parents. He is a frugal person and buys clothes etc from thrift stores and will make sure that bills are split evenly when out with friends to dinner. He is a perfectionist on work and will get bogged down with details sometimes too.
118,"This person does not like to spend money and refuses to even loan money to friends. This person loves to spend time with family, even at the expensive of time with friends. This person will complete a project and never gives up on it. This person sometimes misses deadlines due to malicious work. This person likes literature.",Likes to spend time with family even at expense to friends. Doesn't like to spend money. Perseveres until a task is finished. Sometimes misses deadlines. Likes literature.
119,"HE DOES NOT LIKE SPENDING MONEY. HE HAS DINER WITH HIS FOLKS WEEKY EVEN AT NOT SEEING HIS FRIENDS, WORKS HARD WITH LOTS OF DETAIL BUT AT THE COST OF FINISHING A PROJECT LATE","HE HAS A TOUGH TIME SPENDING MONEY, HE HAS DINNER WITH HIS FOLKS WEEKLY EVEN AT THE COST OF HIS FRIENDS, HE DOES CARFUL WORK EVEN THOUGH HE COULD BE LATE WITH THE FINISHING"
120,"This is a person who can be quite stubborn. Once they decide on a course of action they follow through even if doing so was a mistake. They are a spendthrift, carefully monitoring thier budget and cautious about spending. They enjoy learning new things and will tend to take over conversations to share what they have learnt. This person is close to their family and enjoys spending time with them at the expense of other relationships",Michael is close to his parents. He has dinner with them every week. He keeps up this level of engagement even at the expense of friendships. Michael is detail oriented. He likes history. he will share what he recently read about even if it means taking over the conversation. Michael doesn't like to spend money. He makes sure to split up bills evenly. Once Michael makes up his mind about something he goes for it even if it isn't the best course of action
121,He is someone who feels a great responsibility to his parents. He makes sure that he has contact with them on a regular basis no matter what. He is very detail oriented and a perfectionist. Sometimes this can cause problems because he will miss deadlines. He enjoys reading and therefore has a lot of knowledge. He likes to talk about what he has read even if it is of topic. He is very thrifty and doesn't like to spend money. He is also very stubborn and rarely ever changes his mind once it is made up.,He is a person who feels a responsibility to his parents. He makes sure that he is in contact with his parents on a regular basis. He is a perfectionist. He reads and likes to learn through reading. He doesn't like to spend money. He is stubborn and won't change his mind once it is made up. He likes to talk about what he has read.
122,"The person described in the passage is male and is very detail-oriented. He is very close to parents and makes the effort to have dinner with them every week and call them often. He reads a lot and is very articulate. Much like a professor, he has a tendency to talk too much about what he has recently read in attempt to share his knowledge (or perhaps to show off how much he knows). He is very dependable - if he commits to doing something, he will definitely do it although it may not be on time because he is so detail-oriented that he has trouble deciding that any given project is actually 'complete'.","I read a passage about Michael. Michael is very close to his parents and has dinner with them once a week and calls them often, even if it means not doing things with friends. Michael is very detail-oriented and sometimes is late on assignments because he has trouble 'completing' a task. Michael reads a lot and is very articulate. He talks at length to other people, describing all the things that he has been learning or knows about."
123,"X is very close to his parents. X knows a lot about history from reading a lot. X is very thorough about any tasks and products he works on. He sometimes is so committed to thoroughness, he is late getting it done, but it always gets done.","Michael is very close to his parents and has dinner with them regularly, to the point it sometimes means he misses events with his friends. Michael knows a lot about history from all the reading he does. Michael is very thorough when working on any task or project, to the point where he is sometimes late getting it done, but it always gets done."
124,X likes to visit his parents regularly and puts this before other activities. He doesn't like to loan people money because he is very cautious about his money. He is very frugal. He is also a bit of a perfectionist so he occasionally misses a deadline because everything is not quite right. he is a very conscientious person.,"Michael likes to visit his parents regularly and this is important to him. He is a good son. He also is very frugal with his money, buying clothes from a thrift store or using internet promotions. He also doesn't like to lend money to friends unless it is a dire situation. He is also a bit of a perfectionist because he wants everything to be perfect. He has missed some deadlines because of this."
125,"He is very detail oriented and spends quite a bit of time on his work, sometimes missing deadlines. He is very devout to his parents dining with them once a week, sometimes sacrificing his friends to do so. He is quite thrifty, buying at thrift stores, using promotions on his computer, etc. He rarely loans money to others except in dire emergencies.","He is very detail oriented, often missing work deadlines due to this. He is devoted to his parents, eating with them once a week no matter what. He is thrifty, buying clothes in thrift shops and using promotional codes on his computer. He rarely lends money to others; only in a dire emergency."
126,"He has dinner with his parents every week, and is very careful to keep this engagement - sometimes at the expense of hanging out with his friends. He is very loyal, and once he decided to take on a task or a project, it is as good as done. However, he is also very detail-oriented, so sometimes he doesn't complete things on time. He is very interested in literature and history and spends a great deal of time reading and researching.","Michael has dinner with his parents every week, and always tries to keep this engagement, sometimes at the expense of seeing his friends. Michael is very detail oriented, which can sometimes cause him to miss deadlines or have difficulty calling a project finished. Michael enjoys literature and history and likes to spend a great deal of time reading and learning new things. Michael is very loyal, and once he takes on something, you can consider it done."
127,He is very much an attentive son who puts his parents first before any plans he has with his friend . He reads and enjoy discussing history and is very articulate when he speaks. Sometimes he becomes overly focused on projects and occasionally doesn't seem to know when to stop. Rather set in his ways he is not bendable once he feels he is right. Sometimes he isn't . An introvert who has friends but may feel less connected to them.,"Spends time with parents once a week , likes to read and enjoys history, would not lend money to friends except in emergency, over focuses on project."
128,"This person is very family-oriented and respects his parents, sometimes sacrificing time with his friends to visit with them. He is a very thrifty person and smart with his money. Once he decides to do something he sticks with his plans and is very focused and detailed oriented. He is a very literate and articulate person due to his love of reading history and literature, but can talk on end about any subject he is currently engaged with.","He likes his parents and eats dinner with them at least once a week, sometimes to the detriment of his friendships. He likes to read about history and literature and can talk for awhile about many subjects even if it's off topic of the conversation. He's very detail-oriented in his tasks and strives to do it as best as possible, but sometimes this makes simple tasks more difficult. He's very thrifty with his money and usually shops at thrift stores and never loans money to friends unless it's a dire situation."
129,"He is a mama's boy, he is cheap, he is a know it all, he is a stubborn mule. He spends a lot of time with family and will sacrifice his friends to do so. He reads a lot and will make sure to talk about the things he has learned at length, on and on. He is very particular and prefers to split the bill as such when eating out. He rarely changes his minds once iots made up, but he does get things done.","Michael likes to spend time with his mommy and will put hs friends aside to do it. He is cheap and precise, prefers splitting up bills, HE is stubborn and completes tasks. He likes to learn and is a know it all with others"
130,This person enjoys spending time with his parents. He will spend time with them even if it takes away from time he would have spent with friends. He is very detail oriented and produces high quality work. Sometimes missed deadlines because he has a hard time calling a project finished. He enjoys reading especially history and literature and likes to talk about what he has read. He is frugal with his money always looking for deals and doesn't like to make loans unless its an absolute emergency. Once he says he will do something he does it no matter how hard it might end up being.,He is very close to his parents and spends time with them even if it cuts into his friend time. He is very detail oriented and sometimes misses deadlines because he has trouble calling a project finished. He likes to read especially history and literature and likes to talk to people about what he has learned. He is careful how he spend his money looking for deals and he doesn't like to make loans. He rarely changes his mind once he has decided even if it ends up being hard to do.
131,"He is very close to his parents and has dinner with them weekly. He has been consistent with that schedule for some time. He is very detail oriented at work. He puts a lot of precision and care into his work. Sometimes that level of care causes him to miss deadlines. He is very well read and knows a lot about history. He likes to discuss what he has read and learned. He is also a very thrifty person, and doesn't like to spend much money. He rarely loans any money to other people. And he sometimes buys his clothes from thrift stores. He is a very determined person, and always follows through with whatever he decides to do.","The person's name was Michael. He was very close to his parents, and had dinner with them weekly. He had been doing that for quite some time. He was very detail oriented at work, and put a great effort into completing tasks. Occasionally, that would make him slow to complete his work, or sometimes to miss deadlines. Michael liked to read, and was well versed in history and literature. He liked to talk with other people about what he had read. He was very thrifty with his money. He bought clothes at thrift shops, and rarely loaned money to others. He was described as a very determined person when achieving goals. He did not stop until he had successfully completed whatever goal he had started."
